Age,AgeA,AgeB,AgeC,AgeD,Ed,LowEd,HighEd,Wantsmore,MoreYes,MoreNo,CountNotusing,Using,Percentuse,UsingMultiClass,UsingBinom
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
<25,1,0,0,0,high,0,1,yes,1,0,212,52,0.245283019,Med,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,1
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
30-39,0,0,1,0,low,1,0,yes,1,0,112,33,0.294642857,FirstQ,0
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,1
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,0
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,0
25-29,0,1,0,0,high,0,1,yes,1,0,155,54,0.348387097,High,0
